Volatility,Return,Sharpe_Ratio
0.2064056828070299,0.27698945169760486,1.1481730952106
0.19632238748049294,0.2665147812307234,1.1537898664421573
0.217672230171703,0.2564457839891959,0.9943656286263999
0.18482180502344178,0.30756558181259697,1.4476948852364062
0.20034492924468691,0.2843806796082109,1.219799675137981
0.1807499408592068,0.24491259745249352,1.1336800248920025
0.1851870126615489,0.2770461236339728,1.2800364357472656
0.19847555736886727,0.24460389201824143,1.0308770245092933
0.23260319466336266,0.2833589981378596,1.046240996346002
0.2258482088537791,0.2658076821940318,0.9998205579758502
0.1814134407689045,0.25301180180155297,1.1741787207095662
0.20133172755811235,0.28692901954298317,1.2264784221439198
0.17929073741999194,0.22414066046542475,1.0270506057101643
0.16844440829390175,0.23660379738083878,1.167173190087762
0.19278157897607656,0.2630490472499175,1.157003944228494
0.16442047716625988,0.27053487807737736,1.4021056382427564
0.1498432286428931,0.29412113782254273,1.6959133897746232
0.1852796018667287,0.2578623522366383,1.1758571911944538
0.19421886175851188,0.28012524567798963,1.236364189882633
0.2081387131305637,0.28050558106697354,1.1555062364400532
0.16529614499141923,0.25259555065148515,1.286149478334908
0.2038266547993811,0.2643261481863566,1.100573172861775
0.2721064419622232,0.25897488028134474,0.8047397874973692
0.1953336078037206,0.2800618332405181,1.2289837675129733
0.17217570370324012,0.205042139900262,0.9585681158865861
0.16921019031292517,0.24213924465660755,1.1946044400918512
0.19182946799759984,0.2604792711597577,1.1493503759418044
0.23336281685705249,0.2209359995812738,0.7753420275694864
0.23210073514508414,0.29113310023090344,1.0820004515449826
0.18884454990899277,0.2814913461055761,1.2787837733307879
0.19706044512934065,0.25639513856102814,1.0981155473336983
0.21763001073204363,0.2839875702965496,1.121111787275325
0.20106405630872387,0.2967993665782904,1.2772017599405623
0.16848681931758783,0.2624139739336076,1.320067497472133
0.201051244925146,0.21885524343430843,0.8896002782817811
0.22323531988262335,0.2703942508423038,1.0320689887399743
0.2186036477688711,0.27395768019707567,1.0702368537072096
0.128255158602545,0.22284611464891124,1.4256433553331007
0.21148820112921696,0.25223147406800256,1.0035144889162468
0.24865770005545276,0.2403229521593293,0.8056173290216052
0.17739759200018312,0.2625489542447961,1.2545207166316346
0.20710075597110023,0.2876232731027624,1.1956657132498196
0.24835370160735265,0.2521392620318857,0.8541820019549295
0.2010116937326755,0.2604179527333916,1.0965429355892318
0.19284988205888012,0.3042839545688289,1.3704128400147988
0.21314700037756515,0.2472292713493066,0.9722363954558311
0.16981047507820135,0.2394017965559692,1.1742608720936702
